transaction_id,customer_id,amount,currency,timestamp,counterparty_id,transaction_type,channel
TXN_00000148,CUST_00277,11.28,USD,2024-08-09 00:37:00,CP_0146,atm,branch
TXN_00000149,CUST_00355,181.57,USD,2024-06-07 16:24:00,CP_0122,check,mobile
TXN_00000150,CUST_00116,3793.59,USD,2024-06-04 15:37:00,CP_0173,wire,branch
TXN_00000151,CUST_00468,3432.31,USD,2024-09-28 07:59:00,CP_0130,check,branch
TXN_00000152,CUST_00362,94.63,USD,2024-01-08 16:06:00,CP_0054,ach,mobile
TXN_00000153,CUST_00110,1661.02,USD,2024-12-01 03:35:00,CP_0033,ach,atm
TXN_00000154,CUST_00238,500.26,USD,2024-02-15 20:17:00,CP_0154,ach,online
TXN_00000155,CUST_00072,7.11,USD,2024-09-30 02:36:00,CP_0171,ach,online
TXN_00000156,CUST_00038,1065.76,USD,2024-05-05 09:13:00,CP_0057,wire,mobile
TXN_00000157,CUST_00011,45.2,EUR,2024-09-30 07:14:00,CP_0008,atm,online
TXN_00000158,CUST_00214,792.66,USD,2024-02-23 18:54:00,CP_0059,ach,online
TXN_00000159,CUST_00364,2289.23,EUR,2024-01-27 03:21:00,CP_0016,wire,mobile
TXN_00000160,CUST_00281,55505.83,USD,2024-08-25 23:43:00,CP_0072,ach,mobile
TXN_00000161,CUST_00214,193.97,USD,2024-07-18 18:14:00,CP_0146,card,branch
TXN_00000162,CUST_00102,179.87,EUR,2024-11-08 17:48:00,CP_0098,card,online
TXN_00000163,CUST_00170,58.88,USD,2024-11-08 13:02:00,CP_0120,wire,atm
TXN_00000164,CUST_00348,1737.71,USD,2024-05-27 02:37:00,CP_0194,card,branch
TXN_00000165,CUST_00033,70097.54,USD,2024-11-02 18:39:00,CP_0096,card,mobile
TXN_00000166,CUST_00038,26779.96,USD,2024-05-05 19:04:00,CP_0103,check,online
TXN_00000167,CUST_00064,40.42,USD,2024-03-17 09:16:00,CP_0142,ach,atm
TXN_00000168,CUST_00145,3.1,EUR,2024-12-14 13:46:00,CP_0037,atm,online
TXN_00000169,CUST_00426,13.27,USD,2024-12-13 00:42:00,CP_0062,atm,branch
TXN_00000170,CUST_00152,122.22,USD,2024-10-26 14:13:00,CP_0117,card,online
TXN_00000171,CUST_00365,165.44,USD,2024-06-20 05:44:00,CP_0169,wire,branch
TXN_00000172,CUST_00258,378.84,USD,2024-02-23 09:38:00,CP_0020,ach,online
TXN_00000173,CUST_00060,410.09,USD,2024-09-17 09:59:00,CP_0003,card,branch
TXN_00000174,CUST_00268,222.7,USD,2024-02-27 20:20:00,CP_0098,card,online
TXN_00000175,CUST_00439,7.16,EUR,2024-12-06 23:56:00,CP_0137,card,online
TXN_00000176,CUST_00225,262.89,USD,2024-11-09 20:58:00,CP_0187,ach,atm
TXN_00000177,CUST_00123,289.72,EUR,2024-04-03 18:44:00,CP_0176,ach,branch
TXN_00000178,CUST_00453,911.41,EUR,2024-04-22 05:53:00,CP_0040,card,online
TXN_00000179,CUST_00236,159.46,EUR,2024-07-06 02:58:00,CP_0080,check,online
TXN_00000180,CUST_00058,334.03,USD,2024-12-27 11:47:00,CP_0191,card,branch
TXN_00000181,CUST_00187,620.18,USD,2024-02-21 18:33:00,CP_0031,ach,branch
TXN_00000182,CUST_00159,1657.42,EUR,2024-03-28 15:29:00,CP_0077,atm,atm
TXN_00000183,CUST_00294,28.97,USD,2024-02-22 08:58:00,CP_0113,wire,online
TXN_00000184,CUST_00359,669.55,USD,2024-04-01 17:19:00,CP_0070,card,branch
TXN_00000185,CUST_00454,9.97,EUR,2024-04-10 05:53:00,CP_0063,check,atm
TXN_00000186,CUST_00334,210.84,USD,2024-12-17 10:07:00,CP_0017,check,branch
TXN_00000187,CUST_00400,335.97,USD,2024-06-25 08:53:00,CP_0120,card,branch
TXN_00000188,CUST_00305,8440.56,EUR,2024-01-22 22:38:00,CP_0079,card,mobile
TXN_00000189,CUST_00057,821.32,USD,2024-06-10 14:52:00,CP_0004,wire,mobile
TXN_00000190,CUST_00396,177.31,USD,2024-07-17 07:15:00,CP_0032,ach,mobile
TXN_00000191,CUST_00461,1528.17,USD,2024-07-16 08:26:00,CP_0195,wire,branch
TXN_00000192,CUST_00235,3.69,USD,2024-06-14 12:40:00,CP_0024,check,branch
TXN_00000193,CUST_00270,47.78,USD,2024-07-16 00:27:00,CP_0174,wire,online
TXN_00000194,CUST_00092,611.2,EUR,2024-04-28 04:22:00,CP_0131,atm,atm
TXN_00000195,CUST_00427,58474.66,USD,2024-08-17 19:04:00,CP_0199,wire,branch
TXN_00000196,CUST_00235,308.28,EUR,2024-06-25 15:06:00,CP_0064,atm,online
TXN_00000197,CUST_00071,6.3,USD,2024-04-21 04:01:00,CP_0110,card,online
TXN_00000198,CUST_00216,16633.57,EUR,2024-10-30 05:04:00,CP_0076,wire,branch
TXN_00000199,CUST_00159,20656.41,EUR,2024-08-03 22:11:00,CP_0161,ach,atm
TXN_00000200,CUST_00415,1148.58,USD,2024-08-06 09:10:00,CP_0194,ach,branch
TXN_00000201,CUST_00121,178.25,USD,2024-01-07 07:18:00,CP_0172,wire,atm
TXN_00000202,CUST_00458,4462.18,USD,2024-08-15 02:25:00,CP_0008,ach,atm
TXN_00000203,CUST_00317,2359.7,USD,2024-03-10 22:54:00,CP_0007,card,atm
TXN_00000204,CUST_00207,2068.93,USD,2024-04-15 19:20:00,CP_0188,ach,branch
TXN_00000205,CUST_00458,220.35,EUR,2024-04-08 04:38:00,CP_0012,atm,online
TXN_00000206,CUST_00300,6.59,USD,2024-01-20 17:00:00,CP_0119,atm,mobile
TXN_00000207,CUST_00287,1222.59,USD,2024-11-21 15:33:00,CP_0146,card,branch
TXN_00000208,CUST_00036,15.55,USD,2024-12-07 13:52:00,CP_0135,check,online
TXN_00000209,CUST_00349,458.77,USD,2024-04-01 16:28:00,CP_0024,check,online
TXN_00000210,CUST_00003,851.98,USD,2024-09-19 21:04:00,CP_0179,wire,atm
TXN_00000211,CUST_00249,689.69,EUR,2024-07-19 18:22:00,CP_0162,check,branch
TXN_00000212,CUST_00294,547.11,EUR,2024-06-22 05:54:00,CP_0018,atm,mobile
TXN_00000213,CUST_00224,6.34,EUR,2024-04-19 13:55:00,CP_0087,ach,atm
TXN_00000214,CUST_00013,141.02,EUR,2024-07-25 09:10:00,CP_0084,ach,mobile
TXN_00000215,CUST_00325,1549.14,USD,2024-12-24 10:03:00,CP_0066,card,online
TXN_00000216,CUST_00260,1360.27,USD,2024-06-12 18:06:00,CP_0139,ach,mobile
TXN_00000217,CUST_00117,36.01,USD,2024-05-20 12:12:00,CP_0010,check,branch
TXN_00000218,CUST_00360,6.6,USD,2024-09-14 15:20:00,CP_0064,check,atm
TXN_00000219,CUST_00120,63.04,USD,2024-07-11 20:27:00,CP_0165,wire,online
TXN_00000220,CUST_00119,306.53,EUR,2024-11-26 20:10:00,CP_0189,check,branch
TXN_00000221,CUST_00333,1993.16,USD,2024-09-02 08:19:00,CP_0026,atm,online
TXN_00000222,CUST_00118,42.62,USD,2024-07-24 15:41:00,CP_0012,ach,atm
TXN_00000223,CUST_00180,50.73,USD,2024-06-19 12:26:00,CP_0126,ach,online
TXN_00000224,CUST_00305,169.95,USD,2024-08-17 19:29:00,CP_0151,check,branch
TXN_00000225,CUST_00339,330.38,USD,2024-07-23 15:40:00,CP_0052,ach,branch
TXN_00000226,CUST_00379,258.05,USD,2024-02-03 13:20:00,CP_0055,ach,mobile
TXN_00000227,CUST_00457,1291.39,USD,2024-01-26 08:07:00,CP_0047,wire,atm
TXN_00000228,CUST_00474,220.33,USD,2024-07-14 14:12:00,CP_0048,atm,online
TXN_00000229,CUST_00089,364.47,USD,2024-12-12 23:33:00,CP_0063,wire,online
TXN_00000230,CUST_00168,87.89,USD,2024-09-18 05:48:00,CP_0102,check,branch
TXN_00000231,CUST_00018,53.77,USD,2024-06-19 03:34:00,CP_0083,atm,mobile
TXN_00000232,CUST_00128,7405.67,EUR,2024-05-24 23:46:00,CP_0060,atm,online
TXN_00000233,CUST_00416,18.97,USD,2024-09-06 02:10:00,CP_0172,ach,mobile
TXN_00000234,CUST_00354,365.84,USD,2024-06-05 06:49:00,CP_0072,ach,branch
TXN_00000235,CUST_00411,741.38,EUR,2024-07-16 01:40:00,CP_0048,atm,mobile
TXN_00000236,CUST_00299,1.18,USD,2024-11-10 15:45:00,CP_0108,card,mobile
TXN_00000237,CUST_00492,51.1,USD,2024-02-11 02:22:00,CP_0117,check,mobile
TXN_00000238,CUST_00280,13.83,USD,2024-06-28 12:37:00,CP_0019,ach,branch
TXN_00000239,CUST_00380,3169.93,USD,2024-05-21 07:42:00,CP_0156,card,atm
TXN_00000240,CUST_00143,246.78,USD,2024-06-27 17:28:00,CP_0094,card,mobile
TXN_00000241,CUST_00350,56.89,USD,2024-02-20 09:48:00,CP_0159,wire,branch
TXN_00000242,CUST_00444,2428.02,EUR,2024-10-09 13:29:00,CP_0047,card,online
TXN_00000243,CUST_00374,127.7,USD,2024-04-07 13:47:00,CP_0137,ach,online
TXN_00000244,CUST_00270,8.98,EUR,2024-06-10 12:41:00,CP_0091,atm,atm
TXN_00000245,CUST_00049,4910.61,EUR,2024-04-23 04:22:00,CP_0089,ach,mobile
TXN_00000246,CUST_00163,90.96,USD,2024-06-20 00:02:00,CP_0108,ach,online
TXN_00000247,CUST_00118,15.56,USD,2024-02-17 11:48:00,CP_0143,card,atm
TXN_00000248,CUST_00454,6.86,USD,2024-11-09 04:40:00,CP_0153,ach,atm
TXN_00000249,CUST_00290,253.54,USD,2024-03-06 06:58:00,CP_0042,atm,mobile
TXN_00000250,CUST_00424,463.11,USD,2024-01-09 13:23:00,CP_0097,check,mobile
TXN_00000251,CUST_00072,3853.72,USD,2024-06-11 21:25:00,CP_0169,check,online
TXN_00000252,CUST_00048,398.13,EUR,2024-04-24 23:35:00,CP_0050,card,branch
TXN_00000253,CUST_00299,1023.33,USD,2024-06-08 03:49:00,CP_0130,check,branch
TXN_00000254,CUST_00101,4209.69,EUR,2024-05-02 03:55:00,CP_0186,check,online
TXN_00000255,CUST_00332,343.11,USD,2024-01-18 18:32:00,CP_0055,ach,branch
TXN_00000256,CUST_00157,3522.51,EUR,2024-04-14 23:35:00,CP_0003,atm,mobile
TXN_00000257,CUST_00347,80.35,USD,2024-06-03 16:04:00,CP_0104,check,online
TXN_00000258,CUST_00120,40.56,EUR,2024-03-24 07:28:00,CP_0016,check,branch
TXN_00000259,CUST_00499,256.4,USD,2024-07-05 01:26:00,CP_0114,atm,branch
TXN_00000260,CUST_00360,3.77,USD,2024-01-13 13:13:00,CP_0196,ach,mobile
TXN_00000261,CUST_00261,409.93,USD,2024-11-13 22:28:00,CP_0012,wire,branch
TXN_00000262,CUST_00165,61.73,USD,2024-02-21 07:01:00,CP_0067,check,branch
TXN_00000263,CUST_00072,1529.36,USD,2024-05-21 15:41:00,CP_0020,ach,atm
TXN_00000264,CUST_00265,94.6,EUR,2024-01-05 02:21:00,CP_0065,atm,atm
TXN_00000265,CUST_00386,220.34,USD,2024-05-20 13:00:00,CP_0117,ach,atm
TXN_00000266,CUST_00404,166.22,EUR,2024-06-05 12:11:00,CP_0141,check,branch
TXN_00000267,CUST_00476,428.11,USD,2024-09-20 13:51:00,CP_0093,card,branch
TXN_00000268,CUST_00129,21.48,USD,2024-09-06 10:17:00,CP_0089,ach,branch
TXN_00000269,CUST_00266,341.85,USD,2024-04-18 09:44:00,CP_0083,wire,mobile
TXN_00000270,CUST_00148,71.2,EUR,2024-04-17 04:43:00,CP_0097,check,atm
TXN_00000271,CUST_00102,36.11,USD,2024-10-23 19:07:00,CP_0052,atm,atm
TXN_00000272,CUST_00419,0.9,EUR,2024-02-09 14:22:00,CP_0062,atm,mobile
TXN_00000273,CUST_00006,961.64,USD,2024-12-11 14:20:00,CP_0086,atm,branch
TXN_00000274,CUST_00182,1564.05,USD,2024-07-17 17:26:00,CP_0058,atm,online
TXN_00000275,CUST_00012,26.43,USD,2024-03-10 22:09:00,CP_0173,check,online
TXN_00000276,CUST_00482,759.18,EUR,2024-07-21 09:24:00,CP_0026,check,branch
TXN_00000277,CUST_00051,10.85,USD,2024-07-20 18:04:00,CP_0180,atm,branch
TXN_00000278,CUST_00041,262.38,USD,2024-01-03 05:11:00,CP_0137,wire,online
TXN_00000279,CUST_00129,224.57,USD,2024-07-30 06:24:00,CP_0010,ach,branch
TXN_00000280,CUST_00443,481.26,EUR,2024-10-19 22:18:00,CP_0177,wire,atm
TXN_00000281,CUST_00342,410.48,USD,2024-02-14 09:36:00,CP_0087,atm,atm
TXN_00000282,CUST_00332,1320.99,USD,2024-04-12 12:03:00,CP_0021,ach,mobile
TXN_00000283,CUST_00365,469.06,EUR,2024-11-09 06:42:00,CP_0186,atm,online
TXN_00000284,CUST_00349,30.09,USD,2024-04-13 06:22:00,CP_0136,wire,online
TXN_00000285,CUST_00449,111.11,USD,2024-05-24 17:52:00,CP_0036,check,branch
TXN_00000286,CUST_00104,35888.63,USD,2024-10-17 14:03:00,CP_0091,ach,branch
TXN_00000287,CUST_00268,11271.18,USD,2024-02-18 06:39:00,CP_0032,check,branch
TXN_00000288,CUST_00010,28.27,USD,2024-11-22 20:01:00,CP_0022,check,branch
TXN_00000289,CUST_00467,222.16,EUR,2024-02-28 09:20:00,CP_0120,atm,mobile
TXN_00000290,CUST_00121,272.67,USD,2024-07-31 13:34:00,CP_0018,atm,online
TXN_00000291,CUST_00148,252.6,USD,2024-08-27 09:10:00,CP_0151,check,atm
TXN_00000292,CUST_00202,1407.54,EUR,2024-02-29 08:17:00,CP_0002,atm,online
TXN_00000293,CUST_00462,30.0,USD,2024-12-02 16:14:00,CP_0151,check,online
TXN_00000294,CUST_00277,14776.9,USD,2024-08-28 08:50:00,CP_0023,atm,branch
TXN_00000295,CUST_00294,1275.21,USD,2024-06-10 21:03:00,CP_0072,wire,atm
